term,definition,POS,notes
typage,the casting of actors based on their physical or personal similarity to a character,m,
typage,typing,m,computing] 
type,"type; sort, kind",m,
type,"guy, bloke, man",m,colloquial] 
type,typeface,m,typography] 
type,"typical, normal, classic",adj,
type,standard,adj,statistics] 
typé,stereotypical,adj,
typha,"cattail, reedmace",m,
typhique,typhoid,adj,
typhoïde,typhoid,adj,
typhoïde,typhoid fever,mf,
typhon,"tropical cyclone, typhoon (hurricane in the Pacific)",m,
typhus,typhus,m,
typicité,"typicity, typicalness",f,
typique,typical,adj,
typiquement,typically,adv,
typo,a typo (compositor),m,
typographe,typographer,mf,
typographie,typography,f,
typographique,"typographic, typographical",adj,
typographiquement,typographically,adv,
typolithographie,typolithography,f,
typologie,"typology, genre",f,
typologique,typological,adj,
typonyme,typonym,m,
typote,A woman who works as a compositor. feminine noun of typo,f,rare] 
Tyr,Tyr (ancient city-state),prop} {m,
Tyr,Tyr (port city/capital),prop} {m,
tyran,tyrant,m,
tyran,bully,m,
tyranneau,Petty tyrant,m,
tyrannicide,tyrannicide,m,
tyrannicide,a person who performs tyrannicide,m,
tyrannie,tyranny,f,
tyrannique,tyrannical,adj,
tyranniquement,tyrannically (in the manner of a tyrant),adv,
tyranniser,to tyrannise,v,
tyrannosaure,tyrannosaur,m,
tyrien,Tyrian,adj,
tyrolien,Tyrolean,adj,
Tyrolien,Tyrolean (male),m,
tyrolienne,Tyrolean (female from Tyrol),f,
tyrolienne,yodeling (type of singing),f,
tyrolienne,zipline (pulley suspended on a cable),f,
tyrolienne,"mortar sprayer, Tyrolean gun",f,
Tyrolienne,female equivalent of Tyrolien,f,
tyrosine,tyrosine,f,
tzar,alternative spelling of tsar,m,
tzarine,alternative form of tsarine,f,
tzeltal,Tzeltal (person),mf,
tzeltal,Tzeltal (language),m,
tzigane,Gypsy,mf,"sometimes, offensive] "
tzigane,Gypsy,adj,"attributive, sometimes, offensive] "
tzigane,the Romani language,prop} {m,"sometimes, offensive] "
tzompantli,tzompantli (skull rack),m,
tzotzil,Tzotzil (person),mf,
tzotzil,Tzotzil (language),m,
-u,"Forming adjectives having the sense of ‘having quality of, being provided with’ (the root word)",suffix,
u,letter: u,m,
u.a.,initialism of unité astronomique,n,
ua,abbreviation of unité astronomique,m,
U.A.,abbreviation of unité astronomique,f,
UA,abbreviation of unité astronomique,n,
UAF,"Union automobiliste de France, an early 20th-century French auto club",prop} {f,
UAF,L’Union des aéroports français: The Union of French Airports,prop} {f,
UAF,"Unité d′aménagement forestier: Forest Management Unit, in Québec",prop} {f,
ubac,shady side of a mountain,m,geography] 
uberisation,uberisation (the adoption of a business model centred specifically on the use of smartphone apps to obtain services),f,neologism] 
ubériser,To uberize,v,
ubiquiste,ubiquitous (being everywhere),adj,
ubiquitaire,ubiquitous (being everywhere),adj,
ubiquité,ubiquity,f,
ubuesque,absurdly grotesque,adj,
uchronie,uchronia,f,
uchronique,uchronic,adj,
UCI,initialism of Union Cycliste Internationale,prop} {f,
UDF,initialism of Union pour la Démocratie Française; a French political party,prop,
Udine,Udine (city),prop,
UE,EU (European Union),prop} {f,
-ueux,alternative form of -eux,suffix,
ufologie,ufology,f,
ufologique,ufological,adj,
ufologue,ufologist,mf,
uhlan,uhlan,m,"military, historical] "
ukase,"ukase (a decree from a Russian ruler, or any absolute or arrogant order)",m,historical] 
ukase,"edict, dictate",m,
Ukraine,Ukraine,prop} {f,
ukrainien,Ukrainian,adj,
ukrainien,Ukrainian (language),m,
Ukrainien,Ukrainian (someone from Ukraine),m,
Ukrainienne,feminine noun of Ukrainien,f,
ukulélé,ukulele,m,musical instruments] 
ulcération,ulceration,f,
ulcère,ulcer (an open sore),m,
ulcérer,to ulcerate,v,
ulcéreux,ulcerous,adj,
ulmine,ulmin,f,
ulmique,ulmic,adj,organic chemistry] 
ulnaire,ulnar,adj,
ultérieur,ulterior,adj,
ultérieur,following; later on,adj,
ultérieurement,eventually; later on,adv,
ultimatum,ultimatum,m,
ultime,ultimate,adj,
ultimement,"ultimately, eventually",adv,
ultra-,ultra-,prefix,
ultra,"ultra, extreme",adj,
ultra,extremist,mf,
ultra,an ultra-royalist during the Bourbon Restoration period in France,mf,historical] 
ultrabasique,"ultrabasic, ultramafic",adj,geology] 
ultracentrifugation,ultracentrifugation,f,
ultraconservateur,ultraconservative,adj,
ultracourt,ultrashort,adj,
ultrafaible,ultraweak,adj,physics] 
ultrafin,"ultrafine, ultrathin",adj,
ultrafroid,ultracold,adj,
ultragauche,ultraleft,adj,
ultragauche,ultraleft,mf,
ultragauchiste,ultraleftist,mf,
ultraléger,"ultralight, microlight, lightweight",m,
ultramafique,ultramafic,adj,geology] 
ultramarin,overseas; pertaining to overseas,adj,
ultramarin,of the deep blue colour ultramarine,adj,
ultraminoritaire,submarginal,adj,
ultramoderne,ultramodern,adj,
ultramontain,ultramontane,adj,
ultramontanisme,ultramontanism,m,
ultranationalisme,ultranationalism,f,
ultranationaliste,ultranationalist,adj,
ultraorthodoxe,ultraorthodox,adj,
ultrapériphérique,outermost,adj,
ultraréaliste,ultrarealistic,adj,art] 
ultrarelativiste,ultrarelativistic,adj,physics] 
ultra-secret,top-secret,adj,
ultrasensible,ultrasensitive,adj,
ultrason,ultrasound,m,
ultrasonique,ultrasonic,adj,
ultra-sonore,ultrasonic,adj,
ultrasonore,ultrasonic,adj,
ultratendre,"ultrasoft; more tendre (soft) than tendre, less tendre than hypertendre (hypersoft)",adj,motorsports] 
ultratendre,ultratender; more tendre (tender) than hypertendre (hypertender),adj,
ultratendre,ultrasoft; ellipsis of pneu ultratendre,m,motorsports] 
ultra-transformé,ultra-processed,adj,
ultravide,high vacuum,m,
ultraviolet,ultraviolet,adj,
ultraviolet,ultraviolet (light),m,
ululement,hoot (the cry of an owl),m,
ululer,to hoot (to make the cry of an owl),vi,
ulve,see lettuce,f,botany] 
ulvospinelle,ulvospinel,m,mineralogy] 
Ulysse,Odysseus,prop} {m,Greek mythology] 
Ulysse,Ulysses,prop} {m,Roman mythology] 
UMP,initialism of Union pour un Mouvement Populaire; a French political party,prop} {f,
umpiste,supporting the views of the UMP,adj,
Umtiti,surname,prop,
-un-,-un-,affix,chemistry] 
un,"an, a",art,
un,one,num,
un,one,m,
un,one,pron,
unaire,unary,adj,mathematics] 
unanime,unanimous,adj,
unanimement,unanimously,adv,
unanimité,unanimity,f,
unau,unau,m,
unboxing,unboxing,m,object-oriented] 
undécagone,undecagon,m,
undécagone,undecagonal,adj,
undécane,undecane,m,organic compound] 
undécanoïque,undecanoic,adj,organic chemistry] 
undecies,eleventhly,adv,legal] 
undécylique,undecylic,adj,organic chemistry] 
underground,underground (outside the mainstream),adj,
underground,the underground (people who resist artistic convention),m,singulare tantum] 
une,feminine singular of un,num,
une,a / an (feminine indefinite article),art,
une,front page (of a publication),f,
une-deux,one-two,m,"football, boxing] "
UNEDIC,acronym of Union Nationale pour l'Emploi dans l'Industrie et le Commerce,prop,
unguéal,ungual,adj,anatomy] 
uni-,uni-,prefix,
uni,united,adj,
uni,university,f,"Switzerland, colloquial] "
uniate,Uniate,adj,
uniate,Uniate,mf,
unibrassiste,a person with only one arm,mf,
unicaméralisme,unicameralism,m,
unicellulaire,unicellular; single-celled,adj,
unicité,"uniqueness, unicity",f,
unicolore,"one-color/one-colour, unicolor/unicolour, monocolor/monocolour, monochromatic, monocrome, one-tone",adj,
unicycliste,unicyclist,mf,
unidimensionnel,unidimensional,adj,
unidirectionnel,unidirectional,adj,
unième,-first [ordinal form of un used in compounds],suffix,
unièmement,firstly,adv,
unifère,unitary,adj,
unificateur,unifier (person who unifies),m,
unificateur,unifying (causing reunification),adj,
unification,unification,f,
unificatrice,feminine noun of unificateur,f,
unifier,to unify,v,
unifolié,unifoliate,adj,
unifolié,The flag of Canada,m,
uniforme,uniform (unvarying),adj,
uniforme,a uniform,m,
uniformément,"uniformly, unvaryingly, evenly",adv,
uniformiser,to make uniform; uniformize,v,
uniformité,uniformity,f,
unigenre,unisex,adj,
unigenre,gender-neutral (applicable to either gender),adj,
unijambiste,a person with only one leg,mf,
unilatéral,unilateral,adj,
unilatéralement,unilaterally,adv,
unilatéralisme,unilateralism,m,
unilingue,unilingual,adj,
unilobé,unilobate (having one lobe),adj,botany] 
uniment,unitedly,adv,
unimoléculaire,unimolecular,adj,"physics, chemistry] "
uninominal,for a single candidate,adj,
uninucléé,uninucleated,adj,
union,union,f,
Union,"Legal matters: Legal contract or state in which are physical or moral people, binded by an agreement or common motives. The group formed this way. Shortened form of the name of various Unions, often used for the European Union",f,politics] 
unioniste,unionist,m,
unioniste,Unionist,m,
uniparental,uniparental,adj,
unipartisan,unipartisan,adj,politics] 
unipersonnel,unipersonal,adj,
unipersonnel,impersonal,adj,grammar] 
unipersonnellement,unipersonally,adv,
unipersonnellement,impersonally,adv,
unipolaire,unipolar (all senses),adj,
unipolarité,unipolarity,f,physics] 
unique,unique,adj,
unique,only,adj,
uniquement,uniquely,adv,
uniquement,only; exclusively; solely,adv,
uniquement,merely; only; just,adv,
unir,"to unite, join",v,
unir,to combine,v,
unisérié,uniseriate,adj,biology] 
unisexe,unisex,adj,
unisson,unison,m,
unitaire,unitary,adj,
unitaire,unit,adj,attributive] 
unitairement,unitarily,adv,
unitarisme,Unitarianism,m,
unitarité,unitarity,f,
unité,unity,f,
unité,unit,f,
univ,university,f,colloquial] 
univarié,univariate,adj,
univerbation,univerbation,f,"linguistics, lexicography] "
univers,universe,m,
universaliser,to universalize,vt,
universalisme,universalism,m,
universaliste,universalist,adj,
universaliste,universalist,mf,
universalité,universality,f,
universaux,universals,m,
universel,universal,adj,
universellement,universally,adv,
universitaire,university (attributive form),adj,
universitaire,University student or employee,mf,
universitaire,University graduate,mf,Quebec] 
université,university (institution of higher education),f,
univoque,unambiguous,adj,
univoque,univocal,adj,
untel,so-and-so,m,
Untel,so-and-so,m,
untelle,feminine noun of untel,f,
ununbium,ununbium,m,
updater,to update,v,chiefly computing] 
uple,tuple,f,mathematics] 
uplet,tuple,m,maths] 
uppercut,uppercut,m,
upsilon,upsilon (Greek letter),m,
uracile,uracil,m,organic compound] 
uræus,uraeus,m,
urane,"urania, yellowcake (uranium oxide)",m,mineralogy] 
uraneux,uranous,adj,inorganic chemistry] 
Uranie,Urania,prop} {f,
uranien,"uranian, uranic",adj,
uranien,celestial,adj,
uranien,Uranian,adj,
uranien,Uranian (male homosexual),m,dated] 
uranifère,uraniferous,adj,
uranique,uranic,adj,inorganic chemistry] 
uranisme,male homosexuality,m,dated] 
uraniste,uranist,mf,
uranium,uranium,m,
uranocène,uranocene,m,
uranographie,uranography,f,
uranologie,uranology,f,obsolete] 
Uranus,Caelus (Roman deity) Note: The Greek deity Uranus is Ouranos,prop} {m,
Uranus,Uranus (planet),prop} {m,
uranyle,uranyl,m,inorganic chemistry] 
uratolytique,uratolytic,adj,
urbain,urban,adj,
urbain,"urbane, courteous, refined",adj,
Urbain,Urban,prop,
urbainement,urbanely,adv,
urbanisation,urbanization,f,
urbanisé,urbanized,adj,
urbaniser,to urbanize,vt,
urbanisme,urbanism,m,
urbaniste,town planner,mf,
urbaniste,urbanist,mf,
urbanistique,urbanistic,adj,
urbanistique,town planning (attributive),adj,
urbanité,urbanity,f,
urdu,alternative spelling of ourdou,m,
urdu,alternative spelling of ourdou,adj,
-ure,Used to form nouns describing the result of an action,suffix,
uréase,urease,f,
urée,urea,f,organic compound] 
urémie,uremia,f,pathology] 
urémique,uremic,adj,
uréotélie,ureotelism,f,biology] 
uretère,ureter,m,anatomy] 
uréthane,urethane,m,organic compound] 
urèthre,alternative spelling of urètre,m,
urétral,urethral,adj,anatomy] 
urètre,urethra,m,
urètre,ureter,m,
urgemment,urgently (with great haste),adv,
urgence,urgency,f,
urgence,emergency,f,
urgent,urgent,adj,
urgentiste,accident and emergency doctor,mf,medicine] 
urgentologie,emergency medicine,f,
urgentologue,emergency medicine doctor,mf,
urger,To be urgent,v,"usually, impersonal, colloquial] "
uricémie,uricemia,f,pathology] 
uricotélie,uricotelism,f,biology] 
uricotelique,uricotelic,adj,biology] 
uricotélisme,uricotelism,f,biology] 
urinaire,urinary,adj,
urine,urine,f,
uriner,to urinate,v,
urineux,urinous,adj,
urinoir,urinal (object used to receive urine),m,
urique,uric; ureic,adj,
uritrottoir,A street urinal allowing men to urinate onto straw that becomes a form of compost,m,
urne,urn,f,
urne,ballot box,f,
uro-,uro- (relating to urine),prefix,
urodéum,urodeum,m,
uro-génital,urogenital,adj,
urogénital,urogenital,adj,
urographie,urography,f,
urolagnie,"urophilia, urolagnia",f,sexuality] 
urologie,urology,f,
urologique,urological,adj,
urologiquement,urologically,adv,
urologiste,urologist,mf,
urologue,urologist,mf,
urophile,urophile,mf,
urophile,urophile (attributive),adj,
urophilie,"urophilia, urolagnia",f,sexuality] 
uropygial,uropygial,adj,
uropygien,uropygial,adj,
urosperme,golden fleece (of the genus Urospermum),m,
urotélique,ureotelic,adj,biology] 
ursidé,ursid,adj,attributive] 
ursidé,ursid,m,
URSS,initialism of Union des républiques socialistes soviétiques,prop} {f,
urticacée,nettle (of family Urticaceae),f,
urticaire,urticaria (medical condition),f,
urticant,urticant,adj,
Uruguay,Uruguay,prop} {m,
uruguayen,Uruguayan (relating to Uruguay),adj,
Uruguayen,"An Uruguayan, member or descendant of the people of Uruguay",m,
Uruguayenne,feminine noun of Uruguayen,f,
urushinique,urushinic,adj,organic chemistry] 
us,mores; traditional practices or manners,mp,plurale tantum] 
usage,"usage, use",m,
usage,"The ways and contexts in which spoken and written words are actually used, determined by a lexicographer's intuition or from corpus analysis (as opposed to correct or proper use of language, proclaimed by some authority)",m,lexicography] 
usagé,used,adj,
usagé,worn,adj,
usagé,second-hand,adj,
usager,user,m,
usagère,feminine noun of usager,f,
user,"to wear, wear down, wear off, wear out, grind down, run in",v,
user,to use (used with de),v,
usinabilité,machinability,f,
usinable,machinable,adj,
usinage,machining,m,
usine,factory,f,
usine,mill,f,
usine,works,f,
usiner,to machine,vt,
usiner,to manufacture (using machinery),vt,
usinier,factory or plant (attributive),adj,
usité,in use; current; still used,adj,
ustensile,utensil,m,
usucaper,To usucapt,v,
usuel,"usual, everyday",adj,
usuellement,"usually, commonly",adv,
usufruit,usufruct,m,
usufruitier,usufructuary,adj,
usufruitier,usufructuary,m,
usuraire,usurious,adj,
usurairement,usuriously,adv,
usure,usury,f,finance] 
usure,"wear and tear, wear",f,
usurier,"usurer, moneylender; loan shark",m,
usurier,"acquisitive, avaricious",adj,
usurpateur,usurping,adj,
usurpateur,usurper (one who usurps),m,
usurpation,usurpation (wrongful seizure),f,
usurpation,that which is usurped,f,
usurper,to usurp,v,
ut,ut (do) the note 'C',m,music] 
Utah,Utah (state),prop,
utérin,uterine (relating to the uterus),adj,
utérus,"uterus, womb",m,
utile,useful,adj,
utilement,usefully (in a useful manner),adv,
utilisable,usable (capable of being used),adj,
utilisateur,user,m,
utilisation,"purpose, use, utilisation",f,
utilisatrice,feminine noun of utilisateur,f,
utilisé,"used, in use",adj,
utiliser,"to use, to utilize",v,
utilitaire,"useful, usable",adj,
utilitaire,utilitarian,adj,philosophy] 
utilitarisme,"utilitarianism (the theory of the ""greatest happiness for the greatest number of people"")",m,
utilité,"usefulness, use",f,
utilité,"use, purpose",f,
utilité,bit part,f,
utilité,bit player,f,
utopie,"utopia, imaginary society in perfect harmony",f,
utopie,"utopia, unattainable ideal",f,
utopien,utopian,adj,
utopique,utopian,adj,
utopiquement,utopianly,adv,
utopisme,utopianism,m,
utopiste,utopian,adj,
utopiste,utopian,mf,
Utrecht,Utrecht (province),prop} {f,
Utrecht,Utrecht (city/and/capital),prop} {f,
utriculaire,bladderwort,f,
utriculaire,bagpiper,m,
utricule,utricle,m,
uvarovite,uvarovite,f,mineral] 
uvée,uvea,f,anatomy] 
uvéite,uveitis,f,
uvique,uvic,adj,organic chemistry] 
uvre,alternative form of œuvre,f,
uvula,"uvula, palatine uvula",f,
uvulaire,uvular,adj,
uvule,uvula,f,anatomy] 
uzbek,alternative spelling of ouzbek,adj,
uzbek,alternative spelling of ouzbek,m,
v,The twenty-second letter of the basic modern Latin alphabet,letter,
VA,"""version anglais"" — English-language version (EV); a film dubbed in English",n,"initialism, film] "
vacance,"vacancy, free position",f,
vacance,holidays,f,plural only] 
vacance,vacation,f,
vacancier,holiday-maker,m,
vacancier,holiday (attributive),adj,
vacancière,feminine noun of vacancier,f,
vacant,vacant,adj,
vacarme,"noise, din, uproar, racket",m,
vacataire,"temp, temporary",mf,
vacataire,supply teacher,mf,
vacation,session,f,legal] 
vaccarèse,A variety of black grape from the Rhône region,m,
vaccénique,vaccenic,adj,organic chemistry] 
vaccin,vaccine (substance that stimulates production of antibodies),m,
vaccinal,vaccinal,adj,
vaccination,vaccination,f,
vacciner,to vaccinate,v,
vaccinologie,vaccinology,f,
vaccinologue,vaccinologist,mf,
vaccinothérapie,vaccine therapy,f,medicine] 
vache,cow (bovine),f,
vache,harsh,adj,colloquial] 
vache,nasty,adj,"informal, slang] "
vachement,"bloody, extremely",adv,"slang, colloquial] "
vacher,cowherd,m,
vachère,cowgirl,f,
vacherie,cowshed,f,
vacherie,"nastiness, wickedness",f,
vacherin,vacherin,m,
vacherin,A kind of cake made with meringue and cream or ice cream,m,
vachette,"young cow, calf",f,
vachette,calfskin,f,
vachette,type of dice game,f,historical] 
Vachon,surname,prop,
vacillamment,vacillatingly,adv,
vacillant,vacillating,adj,
vacillement,"flicker, flickering",m,
vacillement,"lurch, lurching",m,
vaciller,to vacillate,v,
vaciller,to flicker out (as a candle),v,
vacuité,"vacuum, emptiness",f,
vacuolaire,vacuolar,adj,
vacuolome,vacuome,m,biology] 
vacuome,vacuome,f,
vacuum,vacuum (space containing no matter),m,
Vadel,surname,prop,
vader,"alternative form of aller, to go",v,"nonstandard, Louisiana French, Cajun French, ] "
vader,to get away,v,Switzerland] 
vadimien,"Of or relating to Roger Vadim Plemiannikov (1928–2000), French screenwriter, film director and producer, known for visually lavish films with erotic qualities",adj,
vadrouille,"walk, wander, stroll",f,colloquial] 
vadrouille,mop (implement for washing floors),f,"dated, outside, Quebec] "
vadrouiller,"to gad about, loiter about, wander around",v,
Vaduz,Vaduz (town/and/municipality/capital),prop,
va-et-vient,"comings and goings, toing and froing",m,
va-et-vient,two-way switch,m,electronics] 
vagabond,vagabonding,adj,
vagabond,vagabond,m,
vagabondage,vagabondage,m,
vagabonde,feminine noun of vagabond,f,
vagabonder,"to walk about, wander",v,
vagabonder,"to roam, wander, walk the earth",v,
vagal,vagal,adj,anatomy] 
vagin,vagina,m,
vaginal,vaginal,adj,
vaginalement,vaginally,adv,
vaginisme,vaginismus (muscular contraction),m,
vaginoplastie,vaginoplasty,f,
vaginovésical,vaginovesical,adj,anatomy] 
vagir,to wail; to howl; to bawl,v,chiefly of a baby or child] 
vagissement,cry; wail; howl,m,chiefly of a child or baby] 
vagonet,alternative spelling of wagonnet,m,
vague,wave,f,
vague,vague,adj,
vague,vagueness,m,
vaguelette,wavelet,f,
vaguement,vaguely,adv,
vaguemestre,wagonmaster,m,"military, archaic] "
vaguemestre,"letter corporal, military postman",m,military] 
vaguer,"to wander, to wander aimlessly",vi,dated or literary] 
vahiné,wahine (Polynesian woman),f,
vaillamment,valiantly,adv,
vaillance,"valiance, courage, bravery",f,"usually, in the singular] "
Vaillancourt,surname,prop,
vaillant,valiant,adj,
vaillant,hard-working,adj,"Quebec, Acadia] "
vaillant,nice,adj,Louisiana French] 
vaillant,healthy,adj,Louisiana French] 
vain,"useless, ineffective, fruitless",adj,
vain,"vain, shallow",adj,
vaincre,"to defeat, vanquish",vt,
vaincre,to win,vi,
vaincu,loser (defeated party),m,
vainement,"vainly, in vain",adv,
vainqueur,conqueror,m,
vainqueur,"victor, winner",m,
vair,vair,m,tincture] 
vairon,(of eyes) wall-eyed,adj,
vairon,minnow,m,
vaironner,to minnow (fish trout using a minnow as bait),vi,
vaisseau,"ship, vessel",m,
vaisseau,vessel (i.e. blood vessel),m,
vaisselier,dresser (vertical china cabinet),m,
vaisselle,"crockery, dishes, dishware",f,
vaisselle,table- and cookware that remains to be washed,f,
val,"valley, vale",m,literary] 
valable,"valid, acceptable",adj,
valablement,validly,adv,
Valachie,Wallachia,prop} {f,
Valais,Valais (canton),prop} {m,
valaque,Wallachian (related to Wallachia),adj,
Valaque,Wallachian (someone from Wallachia),mf,
Valcourt,surname,prop,
Val-de-Livre,"A commune in Marne, France",prop,
Val-de-Marne,Val-de-Marne (department),prop,
valdingue,"fall, falling",m,
valdingue,"drop, dropping",m,
valdinguer,To fail,v,
Val-d'Oise,Val-d'Oise (department),prop} {m,
Val-d'Or,Val-d'Or (town),prop,
valence,valence,f,chemistry] 
valence,valency,f,linguistics] 
Valence,Valence (city/and/commune/capital),prop} {f,
Valence,Valence (village/commune),prop} {f,
Valence,Valence (town/commune),prop} {f,
Valence,Valence (capital city),prop} {f,
Valence,Valence (autonomous community),prop} {f,
Valence,Valence (province),prop} {f,
valenciennois,Of or from Valenciennes,adj,
Valentin,given name,prop,
Valentine,"given name, feminine form of Valentin",prop,
valéral,valeral,f,organic compound] 
valérate,valerate,m,organic chemistry] 
valérianate,valerianate,m,organic chemistry] 
valériane,valerian (plant),f,
valérianique,valerianic,adj,
valérianique,valeric,adj,organic chemistry] 
Valérie,given name,prop,
valérine,valerin,f,organic compound] 
valérique,valeric,adj,organic chemistry] 
Valéry,given name derived from Latin Valerius,prop} {m,
valet,a male attendant of a knight or a lord,m,history] 
valet,"officer belonging to the king's house or a princely house, also valet de chambre",m,history] 
valet,"a male servant, a footman",m,
valet,"a wooden stand on which to hold clothes and accessories in preparation for dressing, also valet de nuit",m,
valet,jack,m,card games] 
valetaille,"lackeys, flunkeys",f,
valétudinaire,valetudinarian,adj,
valeur,"value, worth",f,
valeur,"valor, gallantry",f,
valeureusement,"valiantly, bravely",adv,
valeureux,valiant; brave,adj,
validation,validation,f,
valide,valid,adj,
validement,validly,adv,
valider,to validate,v,
validité,validity,f,
valise,"case, suitcase",f,
vallaud,Of or from La Valla-en-Gier,adj,
vallécule,vallecula,f,anatomy] 
vallée,valley,f,geography] 
vallon,"dale, small valley",m,
vallonné,hilly,adj,
vallonnement,undulation,m,
valoche,suitcase,f,familiar] 
valoir,to be worth,vi,
valoir,"to earn, to win, to bring (something of value)",vt,
valoir,"to be the same, to have no difference between",vr,
valois,Of or from any of several places named Val,adj,
Valois,surname,prop,
Valois,The dynasty that ruled France in the 14th to 16th centuries,prop,
valorisable,recoverable,adj,
valorisant,valorizing (that adds value),adj,
valorisation,promotion,f,
valorisation,"gain in value, appreciation",f,
valoriser,"to valorize, to add value",v,
valse,waltz,f,
valser,to waltz,v,
valser,to be moved quickly and violently,v,
valseur,waltzer,m,
valseuse,feminine noun of valseur,f,
valve,valve,f,
vamper,to vamp (seduce),v,
vampire,vampire,m,
vampirique,vampiric,adj,
vampiriser,to vampirize,v,
vampirisme,vampirism,m,
van,a winnowing basket,m,
vanadique,vanadic,adj,
vanadium,vanadium,m,
vancouverois,Vancouverite,adj,
Vancouverois,Vancouverite,m,
vancouvérois,Vancouverite,adj,
Vancouvérois,Vancouverite,m,
Vancouveroise,feminine noun of Vancouverois,f,
Vancouvéroise,feminine singular of Vancouvérois,f,
vandale,vandal,mf,
vandale,Vandal,mf,
Vandale,Vandal (member of an ancient east Germanic tribe),m,
vandaliser,"to vandalise, to vandalize",v,
vandalisme,vandalism,m,
vandoise,"dace, chub",f,
Vanessa,given name,prop,
vanille,vanilla,f,
vanillé,"vanilla, vanilla-flavoured",adj,
vanilline,vanillin,f,
vanilloïde,vanilloid,m,organic chemistry] 
vanité,"futility, pointlessness",f,
vanité,vanity (excessive pride),f,
vanité,vanitas,f,
vaniteuse,feminine noun of vaniteux,f,
vaniteusement,"vainly, frivolously",adv,
vaniteux,"conceited, frivolous, vain",adj,
vaniteux,"a conceited person, frivolous person, vain person",m,
vannage,winnowing,m,agriculture] 
vanne,"floodgate, gate",f,
vanne,pleasantry; mild conversational joke or turn of phrase,f,colloquial] 
vanneau,lapwing (bird),m,
vanneau,queen scallop (mollusc),m,
vanner,to winnow,vt,agriculture] 
vanner,"to shake about, jolt, jostle",vt,
vanner,to scrutinise (analyse thoroughly),vt,
vanner,"to knacker, tire out, flush",v,colloquial] 
vanner,to stir (a sauce or soup) to avoid the formation of a skin,v,cooking] 
vanner,to provide [a river] with sluice gates or floodgates,vt,
vanner,"to kid, joke, crack jokes",vi,
vanner,"to kid, tease, rib someone",vt,colloquial] 
vannerie,wickerwork,f,
vannerie,the art of making wickerwork,f,
Vannes,Vannes,prop,
vanneur,winnower,m,
vanneuse,feminine noun of vanneur,f,
vannier,"basketmaker, basketweaver",m,
vannière,feminine singular of vannier,f,
vantail,"leaf (of door), panel (of window)",m,
vantail,"door (of cupboard, wardrobe etc.)",m,
vantard,"boaster, bragger",m,
vantardise,boastfulness,f,
vantardise,braggartry,f,
vanté,"praised, vaunted",adj,
vanter,"to praise, to vaunt",v,
vanter,"to boast, brag",vr,
vanuatais,Vanuatuan,adj,
Vanuatu,Vanuatu,prop} {m,
va-nu-pieds,"tramp, homeless person",mf,
vapeur,steam,f,
vapeur,vapour,f,
vapeur,steamship,m,
vapocraquage,steam cracking,m,chemistry] 
vapocraquer,to steam-crack,v,chemistry] 
vapocraqueur,steam cracker,m,chemistry] 
vapocuiseur,pressure cooker,m,
vaporeusement,"steamily, mistily",adv,
vaporeusement,transparently,adv,
vaporeux,"vaporous, misty",adj,
vaporeux,"filmy, transparent",adj,
vaporisateur,vaporizer,m,
vaporisation,vaporization,f,
vaporiser,to vaporize (turn into vapour),v,
vapoter,To vape (smoke e-cigarettes),v,
vapoteur,vaper (person who uses e-cigarettes),m,
vapoteuse,feminine singular of vapoteur,f,
vaquer,to vacate,v,archaic] 
vaquer,to discontinue,v,archaic] 
vaquer,"to busy oneself with, to be occupied with",v,
vaquer,to scurry about looking for food,v,
vaquer,to get down to business,v,
Var,Var,prop} {m,
varan,monitor lizard,m,
Varane,surname,prop,
varappe,rock climbing,f,sports] 
varapper,"to go rock climbing, climb rocks",v,
varappeur,"climber, rock climber",m,
varappeuse,feminine noun of varappeur,f,
varec,alternative spelling of varech,m,
varech,kelp,m,
Varennes,A French commune,prop,
vareuse,blouse,f,nautical] 
vareuse,tunic,f,military] 
variabilité,variability,f,
variable,variable,adj,
variable,variable,f,
variablement,variably,adv,
variance,variance,f,
variant,"varied, which varies; variable",adj,
variante,variant,f,
variateur,variator,m,
variation,variation,f,
variationnel,variational,adj,maths] 
varice,varicose vein,f,
varicelle,chicken pox (disease),f,
varié,"varied, various, diverse",adj,
varier,to vary,v,
variétal,varietal,adj,
variété,variety,f,
variété,"type, genre",f,
variole,smallpox,f,pathology] 
variolique,"variolous, smallpox (attributive)",adj,
variqueux,varicose,adj,
Varsovie,Varsovie (capital city),prop,
varsovien,Varsovian (from or of Warsaw),adj,
Varsovien,Varsovian (someone from Warsaw),m,
Varsovienne,feminine noun of Varsovien,f,
vasculaire,vascular,adj,
vascularisé,vascularized,adj,
vasculariser,To vascularize,v,
vascularité,vascularity,f,
vasculotrope,vasculotropic,adj,
vase,"silt, mud",f,
vase,vase,m,
vasectomie,vasectomy (male sterilization),f,
vaseline,vaseline,f,
vaseux,muddy,adj,
vaseux,"woolly (explanation, definition etc.)",adj,colloquial] 
vasière,mudflat,f,
vasistas,transom window (window above a door or another window),m,
vasistas,fortochka (small ventilation window),m,
vasodilatateur,vasodilatory,adj,biochemistry] 
vasodilatateur,vasodilator,m,biochemistry] 
vasointestinal,vasointestinal,adj,anatomy] 
vasque,"basin, bowl",f,
vassal,vassal,adj,
vassal,a vassal,m,
vassale,feminine noun of vassal,f,
