term,definition,POS,notes
Selbstliebe,self-love,f,
selbstlos,selfless,adj,
Selbstmord,suicide,m,
Selbstmordattentat,suicide attack,n,
Selbstmordattentäter,suicide attacker; suicide bomber,m,
Selbstmordattentäterin,"female suicide attacker, suicide bomber",f,
Selbstmörder,one who commits suicide; a suicide; suicide victim (male or of unspecified sex),m,
selbstmörderisch,suicidal,adj,extremely reckless] 
Selbstoptimierung,self-optimization,f,
Selbstporträt,self-portrait,n,
Selbstreferenz,self-reference,f,
selbstsicher,self-confident,adj,
Selbstsicherheit,self-assurance,f,
selbstständig,independent,adj,
selbstständig,self-employed,adj,
Selbstsucht,"selfishness, self-interest, egoism",f,
selbstsüchtig,selfish,adj,
selbsttätig,automatic,adj,
selbsttragend,self-standing,adj,of structures] 
selbsttragend,financially independent,adj,"Austria, Switzerland] "
Selbstverkleinerung,self-dwarfing,f,
Selbstverletzung,self-injury,f,
Selbstverleugnung,self-denial,f,
selbstverliebt,narcissistic,adj,
selbstverständlich,"natural, self-evident",adj,
selbstverständlich,granted,adj,
selbstverständlich,naturally,adv,
Selbstverständlichkeit,"naturalness, obviousness; matter of course",f,
Selbstversuch,self-experimentation,m,
Selbstverteidigung,"self-defense, self-defence",f,
Selbstvertrauen,self-confidence,n,
Selbstverwirklichung,self-actualization,f,psychology] 
Selbstverzwergung,self-dwarfing,f,
Selbstwahrnehmung,introspection; self-awareness,f,
Selbstwertgefühl,self-esteem,n,
Selbstzensur,self-censorship,f,
selbstzerstörerisch,self-destructive,adj,
Selbstzerstörung,self-destruction,f,
Selbstzerstörung,self-destruct,f,
selbstzufrieden,self-satisfied,adj,
Selbstzweck,end in itself,m,
selchen,to smoke or cure (meat),v,"south Germany, Austria] "
Selektion,selection,f,
Selektion,screening (of candidates etc),f,
selektionistisch,selectionist,adj,
selektiv,selective,adj,
Selektivität,selectivity,f,
Selen,selenium,n,
Selenat,selenate,n,inorganic chemistry] 
Selenatom,selenium atom,n,
Selendefizit,selenium deficiency,n,pathology] 
Selendioxid,selenium dioxide,n,inorganic compound] 
Selendisulfid,selenium disulfide,n,inorganic compound] 
Selengehalt,selenium content,m,mineralogy] 
selenhaltig,seleniferous,adj,
Selenhefe,selenium yeast,f,
Selenhexafluorid,selenium hexafluoride,n,inorganic compound] 
Selenid,selenide,n,inorganic chemistry] 
selenig,"selenious, selenous",adj,inorganic chemistry] 
Selenit,selenite,n,inorganic chemistry] 
Selenit,"Selenite, Lunarian (inhabitant of the moon)",m,
Selenit,selenite,m,mineral] 
Selenmangel,selenium deficiency,m,pathology] 
Selenmangelkrankheit,selenium deficiency disease,f,pathology] 
Selenmineral,selenium mineral,n,mineralogy] 
Selenmonoxid,selenium monoxide,n,inorganic compound] 
Selenocystein,selenocysteine,n,organic compound] 
Selenol,selenol,n,organic chemistry] 
Selenologe,selenologist (male),m,
Selenologie,selenology,f,
Selenologin,selenologist (female),f,
Selenomethionin,selenomethionine,n,organic compound] 
Selenon,selenone,n,organic chemistry] 
Selenophosphat,selenophosphate,n,inorganic chemistry] 
Selenophosphatase,selenophosphatase,f,enzyme] 
Selenoprotein,selenoprotein,n,protein] 
Selenose,selenosis,f,pathology] 
Selenoxid,selenium oxide,n,inorganic compound] 
Selenphosphatsynthetase,selenophosphate synthetase,f,enzyme] 
Selenquelle,source of selenium,f,
selenreich,selenium-rich,adj,
Selensalz,selenium salt,n,inorganic chemistry] 
Selensäure,selenic acid,f,inorganic compound] 
Selensulfid,selenosulfide,n,chemistry] 
Selensupplementierung,selenium (dietary) supplementation,f,
Selentrioxid,selenium trioxide,n,inorganic compound] 
Selenunterversorgung,selenium (dietary) deficiency,f,
Selenverbindung,selenium compound,f,chemistry] 
Selenwasserstoff,hydrogen selenide,m,inorganic compound] 
Selfie,selfie,n,"colloquial, mobile phones, neologism] "
Selfiestick,selfie stick,m,
selig,very or deeply happy; overjoyed,adj,
selig,expressing such happiness; beatific,adj,
selig,unworried; unanxious; tranquil,adj,
selig,having been granted the eternal happiness of heaven,adj,chiefly Christianity] 
selig,blessed (having been beatified),adj,Roman Catholicism] 
selig,short for Gott hab ihn selig or Gott hab sie selig,adj,following mention of a dead person] 
Seligkeit,salvation,f,religion] 
Seligkeit,beatitude,f,
seligmachen,"to bless, beatify",v,
seligsprechen,"to beatify (declare someone a blessed, thereby allowing their veneration)",v,Roman Catholicism] 
Seligsprechung,beatification,f,
Selina,given name,prop,
Sellait,sellaite,m,mineral] 
Sellerie,celery (herb),f,
Sellrain,Sellrain (municipality),prop} {n,
selten,"rare, infrequent",adj,
selten,"unusual, curious",adj,
selten,seldom; rarely,adv,
selten,unusually; extremely,adv,"chiefly colloquial, with adjective] "
Seltenerde,rare earth,f,
Seltenerdmagnet,rare earth magnet,m,
Seltenerdmetall,rare earth metal,n,
Seltenheit,rarity,f,
Seltenheit,scarcity,f,
Seltenheit,curiosity,f,
seltsam,"strange, odd",adj,
seltsamerweise,"strangely enough, curiously enough, oddly enough",adv,
Seltsamkeit,"oddity, strangeness",f,
Selz,Seltz (Alsace),prop,
Selzthal,Selzthal (municipality),prop} {n,
Semantik,semantics (study of the meaning of words),f,
Semantik,semantics (meaning of an individual word),f,
semantisch,semantic,adj,
semantisch,semantically,adv,
Semaphor,semaphore,m,computing] 
semasiologisch,semasiological,adj,
Semester,semester,n,
semesterbegleitend,semesterly (during a semester),adj,
Semikolon,semicolon (a punctuation mark); used differently in German than in English,n,
Seminar,seminar (small-group university class similar to a school lesson),n,
Seminar,department (subdivision of a faculty),n,
Seminar,seminary (school for clergy),n,
Semiotik,semiotics (study of signs),f,"medicine, linguistics] "
semiotisch,semiotic (of or relating to semiotics or to semantics),adj,
semitisch,Semitic,adj,
Semitistik,Semitics,f,
Semmel,bread roll,f,"regional, chiefly Bavaria and Austria] "
Semmelbrödchen,alternative spelling of Semmelbrötchen,n,"obsolete, outside, dialects] "
Semmelbrötchen,"bun, roll",n,
Semmelknödel,bread dumpling,m,"Southeast German, cooking] "
Semmering,Semmering (municipality),prop} {n,
Semriach,Semriach (municipality),prop} {n,
Semsteranschrift,"term-time address, the address of a student while engaged in a period of study set by an educational institution. Students may live away from home while at university in e.g. a hall of residence on or near campus, or they may live at home during term time, at the same address where they would live during holidays",f,
Senat,senate,m,
Senator,senator (member in the house or chamber of a legislature called a senate),m,
Senatsverwaltung,senate department,f,
Sendbrief,open letter,m,
Sendegerät,transmitter,n,electronics] 
senden,to broadcast; to transmit,vti,
senden,to send,vt,chiefly literary] 
Sender,surname from a German municipality of Senden or pet form of Alexander,prop,
Sender,agent noun of senden,m,
Sender,sender,m,
Sender,broadcaster,m,
Sender,transmitter,m,
Sendereihe,"series, serial (especially on TV / radio)",f,
Sendung,delivery (by a postal service),f,
Sendung,program (performance of a show or other broadcast on radio or television),f,
Sendung,"transmission, broadcasting (broadcast of a radio or television programme)",f,
Sendung,"motivation, mission",f,
Senegal,Senegal (country),prop} {m} {n,
Senegal,Senegal (river),prop} {m,
Senegalesin,female Senegalese,f,
senegalesisch,Senegalese,adj,
Senf,mustard,m,
Senfgas,"mustard gas, sulfur mustard",n,
Senflöffel,mustard spoon,m,
Senföl,mustard oil,n,
Senfsoße,mustard sauce,f,
Senftenbach,Senftenbach (municipality),prop} {n,
Senftenberg,Senftenberg (municipality),prop} {n,
Senftenberg,Senftenberg (municipality),prop} {n,
sengen,to singe,v,
senil,senile,adj,
Senilität,senility,f,
Senior,"father, senior, the elder (older of two close male relatives, especially with the same name)",m,
Senior,"senior citizen, elderly person, older adult",m,"euphemistic, often, in the plural] "
Senior,adult,m,sports] 
Seniorenheim,"retirement home, home for the aged",n,"especially, formal, officialese or euphemistic] "
seniorentauglich,suitable for the elderly,adj,
Senkblei,a mass of lead on a string used by masons to build straight walls,n,
Senkbohrung,countersink,f,
Senkel,lace,m,
senken,to lower,v,
Senkkasten,caisson,m,engineering] 
senkrecht,"vertical (perpendicular to some roughly horizontal line, e.g. the surface of the earth)",adj,
Senkung,"dip, reduction, lowering, drop, fall, descent",f,
Senkung,prolapse,f,medicine] 
Senkung,crustal shortening,f,geology] 
Senkung,backing,f,linguistics] 
Senkung,thesis,f,poetry] 
Sennes,Alexandrian senna (Senna alexandrina),m,
Sensation,sensation [widespread reaction of interest or excitement],f,
sensationell,sensational,adj,
sensationslüstern,attention-seeking,adj,
Sensationsmache,sensationalism,f,
Sense,scythe,f,
Sensenmann,The Grim Reaper,m,
sensibel,sensitive,adj,
Sensibilität,sensibility,f,
sensitiv,sensitive,adj,
Sensitivierung,sensitization,f,
Sensitivität,sensitivity,f,
Sensor,sensor,m,
sensuell,"sensual, erotic",adj,
Sentenz,"saying, maxim, aphorism",f,
sentimental,sentimental,adj,
sentimentalisch,"sentimental, emotional",adj,
Sentimentalität,sentimentality,f,
Seoul,Seoul (capital city),prop} {n,
separat,"detached, discrete, separate",adj,
Separation,separation,f,
Separatismus,separatism,m,
Separatist,separatist,m,
separatistisch,separatist,adj,
Separee,private room (room accessible only to those who have reserved it),n,"restaurant, etc.] "
Separee,snug (freely accessible room which is somewhat secluded from the rest of the establishment),n,loosely] 
Séparée,alternative spelling of Separee,n,
separieren,to separate (divide (a thing) into separate parts),v,
sephardisch,Sephardic,adj,
Sepiolith,sepiolite,m,mineral] 
Sepp,given name,prop} {m,"regional, southern Germany, Austria] "
Sepp,A Bavarian,m,"colloquial, colloquial, pejorative] "
Seppuku,"seppuku, hara-kiri",f,
Sepsis,sepsis,f,
September,September,m,
septiert,septate,adj,
Septillion,"A long scale septillion, 10^42; a short scale tredecillion",num,
septillionste,tredecillionth,ordinal num,
Septime,An interval of 10 (kleine Septime) or 11 (große Septime) halftones,f,music] 
septisch,septic,adj,
Septuaginta,Septuagint (Ancient Greek Bible translation),prop} {f,
sequentiell,alternative form of sequenziell,adj,
Sequenz,sequence (series of musical phrases where a theme or melody is repeated),f,
sequenziell,sequential,adj,
Sequester,sequester (a person entrusted by the authorities to deposit the subject matter of a controversy between two or more parties),m,law] 
Sequester,sequestration (the process of temporarily removing property from the possession of its owner to hold it as security against legal claims),m} {n,law] 
Sequester,sequestrum (a fragment of bone or other dead tissue),m} {n,medicine] 
Sequestrierung,sequestration (capture/accumulation and storage of specific materials),f,science] 
Sequestrierung,"sequestration, seizure (the act and process of removing property from the possession of its owner to hold it as security against legal claims)",f,law] 
Seraph,seraph (highest order of angels),m,
Seraphina,given name,prop,
Seraphine,given name,prop,
seraphisch,seraphic,adj,
Serbe,A (male) person of Serb descent,m,
Serbien,Serbia,prop} {n,
Serbin,Serb (person of Serb descent),f,
serbisch,"Serbian, Serb (pertaining to Serbia and Serbians)",adj,
Serbisch,the Serbian language,n,
serbisch-montenegrinisch,Of or from Serbia and Montenegro,adj,
serbokroatisch,"Serbo-Croatian (related to the language, in all three senses of the proper noun Serbo-Croatian)",adj,
Serbokroatisch,Serbo-Croatian (language),prop} {n,
Serenade,serenade (love song; instrumental composition),f,
Serfaus,Serfaus (municipality),prop} {n,
Sergej,A transliteration of the Russian male given name Серге́й.,prop} {m,
serialisieren,to serialize,v,computing] 
Serialisierung,serialisation,f,computing] 
Serialnummer,serial number (unique number assigned to unit),f,
Serie,series (a number of things that follow on one after the other),f,
seriell,serial,adj,
Serienausstattung,standard equipment,f,
serienmässig,alternative spelling of serienmäßig,adj,
serienmäßig,standard,adj,
Serienmörder,serial killer,m,
Serienmörderin,serial killer (female),f,
Seriennummer,serial number,f,
Serienproduktion,batch / serial production,f,
serienreif,ready for serial production,adj,
serifenlos,sans serif,adj,
Serin,serine (nonessential amino acid; CH[2]OH.CH(NH[2])COOH),n,amino acid] 
seriös,"dignified, solemn",adj,"of a, person] "
seriös,respectable; substantial [having good substance],adj,of an item] 
seriös,"respectable, reputable",adj,chiefly of or in business] 
seriös,serious; (which is) to be taken seriously,adj,"of an, offer] "
seriöser,comparative of seriös,adj,
seriösesten,superlative of seriös,adj,
Seriosität,"respectability, seriousness, reliability",f,
Sermon,"a long, tedious speech",m,derogatory] 
Sermon,sermon (religious discourse),m,"obsolete, Christianity] "
Sernf,"river in Glarus Süd, Switzerland",prop} {m,
serotonerg,serotonergic,adj,
Serotonin,serotonin,n,
serpens,serpentlike,adj,"medicine, with Latin or Latin-like substantives] "
Serpentin,serpentine,m,mineral] 
Serpentine,serpentine mountain road,f,
Serpentinenstraße,serpentine mountain road,f,
Serpentinit,serpentinite,m,
Serum,serum,n,
Serumspiegel,serum level,m,pathology] 
Serval,serval (Leptailurus serval),m,
Server,server (a computer or software that provides services to other programs or users),m,computing] 
Serverlandschaft,server infrastructure,f,
Serverzugriff,server access,m,"computing, Internet] "
Server-Zugriff,alternative form of Serverzugriff (server access),m,"computing, Internet] "
Service,service (e.g. in a restaurant),m,
Service,"service, set",n,dishes] 
Servicewüste,A place lacking acceptable customer service,f,"derogatory, colloquial] "
servieren,To serve (food); to wait (at table),v,
Servierplatte,"platter, serving dish",f,
serviert,past participle of servieren,v,
Serviette,napkin,f,
Serviettenring,napkin ring,m,
Servomotor,servomotor,m,
servus,"hello, hi",interj,"chiefly Southern Germany, Austria, colloquial] "
servus,"goodbye, bye, farewell",interj,ibid.] 
servus,cheers,interj,as a toast] 
Sesam,sesame,m,
Sessel,"armchair, easy chair (comfortable chair with supports for the arms or elbows)",m,"chiefly Germany, Switzerland] "
Sessel,chair (any item of furniture used for sitting by one person),m,chiefly Austria] 
Sesselfurzer,pencil pusher,m,
Sesselkonformation,chair conformation,f,chemistry] 
sesshaft,"settled, resident, sedentary (living in one place; not nomadic)",adj,
seßhaft,alternative spelling of sesshaft,adj,
Sesshaftigkeit,"sedentism, sedentariness",f,
Sesterz,sestertius (Roman coin),m} {n,
Sesterze,synonym of Sesterz,f,
Set,place mat,n,
Set,Set,prop} {m,
Set,Seth,prop} {m,"biblical character, Protestant Bible] "
Set-Top-Box,set-top box,f,Denglisch] 
setzen,to set; to put,vt,
setzen,to sit down,vr,of a person] 
setzen,to settle,vr,of particles or contents] 
Setzling,seedling,m,
Seuche,"a disease, usually infectious, that is seen as dangerous and destructive (be it to people, animals, or plants)",f,
Seuche,an epidemic of such a disease,f,
Seuche,"bad luck, especially as a streak",f,colloquial] 
Seuche,something highly repulsive or unpleasant,f,colloquial] 
seufz,alas,interj,especially in Comics] 
seufzen,"to sigh (to exhale audibly, usually accompanied by a deep, nasal sound of the voice)",vi,
Seufzer,sigh; an instance of sighing,m,
Seufzer,a sigher; one who sighs,m,rare] 
SEV,abbreviation of Schienenersatzverkehr,noun,
Severin,given name derived from Latin Severinus,prop,
Sevilla,Sevilla (capital city),prop} {n,
Sex,sex (sexual intercourse),m,
Sexaffäre,sexual affair,f,
Sexappeal,sex appeal,m,
sexbesessen,oversexed (obsessed with sex),adj,
sexeln,"To be sexually active, that is, to participate in some sexual activity",v,
Sexismus,sexism,m,
Sexist,sexist (male or of unspecified sex),m,
sexistisch,sexist,adj,
Sexmonster,sex offender,n,
Sexmonster,someone with considerable sexual prowess or a large sex drive,n,colloquial] 
Sexperte,sexpert,m,jocular] 
Sexpertin,female sexpert,f,jocular] 
Sexshop,"sex shop (a shop that sells sex toys, erotic lingerie, pornography etc)",n,
Sexspiel,sex game,n,
Sexspielzeug,sex toy,n,
Sexsymbol,sex symbol (person with sexual ideals),n,
Sexta,the first class of Gymnasium,f,obsolete] 
Sexta,the sixth class of Gymnasium,f,Austria] 
Sextant,sextant,m,
Sexte,An interval of 8 (kleine Sexte) or 9 (große Sexte) halftones,f,music] 
Sexten,Sexten (municipality),prop} {n,
Sextillion,"A long scale sextillion, 10^36; a short scale undecillion",num,
sextillionste,undecillionth,ordinal num,
Sextourismus,sex tourism,m,
sexual,sexual,adj,uncommon] 
Sexualisierung,sexualization,f,sexuality] 
Sexualität,sexuality,f,
Sexualkunde,sex education,f,
Sexualmörder,sex murderer,m,
sexuell,sexual,adj,
sexuell,sexually,adv,
Sexus,sex,m,biology] 
Sexus,natural gender,m,linguistics] 
sexy,sexy,adj,
Seyal-Akazie,shittah,f,
Seychellen,Seychelles,prop} {p,
seychellisch,Seychellois,adj,
seyn,obsolete spelling of sein,v,
seyn,obsolete spelling of sein,determiner,
seyne,obsolete spelling of seine,pron,
seyne,obsolete spelling of seine,determiner,
seynem,obsolete spelling of seinem,determiner,
seynen,obsolete spelling of seinen,determiner,
seyner,obsolete spelling of seiner,pron,
seyner,obsolete spelling of seiner,determiner,
seynes,obsolete spelling of seines,pron,
seynes,obsolete spelling of seines,determiner,
Seyte,obsolete spelling of Seite,f,
-seyts,obsolete spelling of -seits,suffix,
Sezession,secession,f,politics] 
sezessionistisch,secessionistic,adj,
Sezessionskrieg,a war of secession,m,"military, politics] "
Sezessionskrieg,the American Civil War,prop} {m,"military history, politics] "
sezieren,to dissect,v,
s-förmig,S-shaped,adj,
SGDI,initialism of Sammlung der griechischen Dialekt-Inschriften,prop,
SGP,initialism of Simmering-Graz-Pauker AG,prop,"Austria, economics] "
Shampoo,shampoo (product for washing hair),n,
Shanty,shanty (song a sailor sings),n,
Sheliak,"Beta Lyrae, a binary star system approximately 882 light-years away in the constellation Lyra",prop,
Sheriff,sheriff,m,
Shetlandinseln,Shetland Islands,prop,
Shiitake,shiitake,m,
Shikimisäure,shikimic acid (shikimic acid),f,
Shisha,"shisha, hookah (pipe with a long flexible tube that draws the smoke through water)",f,
Shitstorm,"shitstorm, outcry",m,chiefly Internet] 
shoppen,to shop,v,colloquial] 
Shortcut,"hotkey, shortcut",m,
Shortlist,short list,f,
Shorts,shorts,p,
Show,"show, spectacle",f,
Showmaster,"host, compère, master of ceremonies",m,
Siam,Siam,prop} {n,
Siamese,Siamese (An inhabitant of Siam.),m,
siamesisch,Siamese,adj,
Siamkatze,Siamese cat,f,
Sibirien,Sibirien (region),prop} {n,
sibirisch,Siberian,adj,
Sibylle,sibyl,noun,
Sibylle,given name,prop,
sibyllinisch,sibylline,adj,
sich,"Reflexive pronoun of the third person singular: herself, himself, itself, oneself (direct or indirect object)",pron,reflexive pronoun] 
sich,Reflexive pronoun of the third person plural: themselves (direct or indirect object),pron,reflexive pronoun] 
Sichel,sickle,f,
Sichel,crescent (shape of the moon and some planets when partially illuminated),f,
sichelförmig,"crescent-shaped, sickle-shaped",adj,
Sichelmonat,August,m,archaic] 
Sichelstrandläufer,curlew sandpiper (bird of the species Calidris ferruginea),m,
Sichelzellenanämie,sickle-cell disease,f,
sicher,safe,adj,
sicher,secure,adj,
sicher,certain,adj,
sicher,safely,adv,
sicher,"surely, certainly",adv,
sichergegangen,past participle of sichergehen,v,
sichergehen,to make sure,v,
sichergestellt,past participle of sicherstellen,v,
Sicherheit,certainty,f,
Sicherheit,security,f,
Sicherheit,safety,f,
Sicherheitsabstand,safety clearance / distance,m,
Sicherheitsanforderung,safety requirement,f,
Sicherheitsdatenblatt,safety datasheet,n,
Sicherheitsdienst,security service,m,
Sicherheitsgurt,"seat belt, safety belt",m,
sicherheitshalber,preventively,adv,
sicherheitshalber,as a precaution,adv,
Sicherheitshinweis,safety precaution or advice / instruction,m,
Sicherheitslücke,"vulnerability, security hole, security bug",f,computing] 
Sicherheitsnadel,"safety pin, a pin, in the form of a clasp",f,
Sicherheitsrat,UN Security Council,m,
Sicherheitstechnik,safety engineering / technology,f,
Sicherheitsventil,safety valve,n,
Sicherheitsvertrauensperson,trusted person for health and security issues in a company,f,Austria] 
Sicherheitsvorkehrung,"security measure, safeguard",f,
Sicherheitsvorschrift,safety regulation / rule,f,
sicherlich,certainly,adv,
sichern,to secure,v,
sicherstellen,"to seize, confiscate a physical object as a measure to avert danger (a Gefahrenabwehrmaßnahme)",v,legal] 
sicherstellen,"to ensure, to make sure, to guarantee",v,
Sicherstellung,verbal noun of sicherstellen,f,
Sicherstellung,"seizure, confiscation a physical object as a measure to avert danger (a Gefahrenabwehrmaßnahme)",f,legal] 
Sicherstellung,making sure something,f,
Sicherung,fuse (device preventing overloading of a circuit),f,
Sicherung,"securing, safeguarding",f,
Sicherungsverwahrung,preventive detention,f,law] 
Sichler,ibis (any of various birds in the family Threskiornithidae with long curved bills),m,
Sichler,glossy ibis (bird of the species Plegadis falcinellus),m,
sichs,contraction of sich es,contraction,
Sicht,view,f,
Sicht,sight,f,
Sicht,visibility,f,
sichtbar,visible,adj,
Sichtbarkeit,visibility,f,degree of being visible] 
Sichtbarkeit,visibleness,f,
sichtbarlich,visible,adj,
Sichtbereich,viewing area,m,
Sichtbereich,field of vision,m,
sichten,to sight,v,
sichten,"to sift, sort, winnow",v,
sichten,"to classify, sort over",v,
Sichtfeld,field of view,n,
Sichtgerät,"monitor, terminal (display console)",n,
Sichtkontakt,"visual contact, intervisibility",m,
sichtlaut,barking such that its position is known,adj,of a hunting dog] 
sichtlich,obvious,adj,
sichtlich,visible,adj,
sichtlich,obviously,adv,
sichtlich,visibly,adv,
Sichtung,A sighting,f,
Sichtung,A reviewing; examination; inspection,f,
Sichtverhältnisse,visibility conditions,np,plurale tantum] 
Sichtweise,"view, viewpoint, perspective, way of thinking, standpoint",f,
Sichtweite,visibility,f,distance of sight] 
sicken,to piss,v,"regional, colloquial, western Germany] "
sicken,to be annoyed; to be pissed off; to complain,v,"regional, colloquial, western Germany] "
sickern,to ooze,v,
sickich,alternative form of sickig,adj,
sickig,"annoyed, pissed off",adj,"regional, colloquial, western Germany] "
Sideboard,sideboard (piece of dining room furniture),n,
siderisch,sidereal (of or relating to the stars),adj,
siderisch,of or relating to iron,adj,
Siderit,siderite,m,mineral] 
Siderium,the Siderian,prop,
Siderose,siderosis,f,pathology] 
sie,she,pron,
sie,"it (when the object/article/thing/animal etc., referred to, is feminine (die))",pron,
sie,they; them,pron,
Sie,you (polite; singular and plural),pron,
Sieb,sieve; sifter; strainer; colander; riddle (any device with holes used to separate solids from liquids or fine matter from coarse matter),n,
sieben,to sift; to sieve,vt,
sieben,seven (numerical value represented by the Arabic numeral 7; or describing a set with seven elements),num,
Sieben,seven,f,
Sieben,the act of sifting,n,
Siebenbürgen,Transylvania,prop} {n,
siebenbürgisch,Transylvanian,adj,
siebeneckig,"heptagonal, having seven corners",adj,
siebenfach,sevenfold,adj,
Siebenganggetriebe,a transmission with seven gears,n,
siebenhundert,seven hundred,num,
siebenjährig,seven-year-old,adj,
Siebenkämpfer,heptathlete,m,
Siebenkämpferin,female heptathlete,f,
siebenmal,seven times,adv,
Siebenmeilenstiefel,a seven-league boot (one of a pair of boots enabling the wearer to cross seven leagues at one stride),m,"folklore, fairy tales, often, plurale tantum] "
siebenprozentig,seven-percent,adj,
Siebensachen,luggage; tools (items carried around e.g. when travelling),p,
Siebensachen,stuff,p,deprecative] 
Siebensachen,belongings,p,deprecative] 
Siebenschläfer,edible dormouse,m,
Siebenschläfer,"Seven Sleepers Day, June 27",m,
Siebenschläfertag,Seven Sleepers Day,prop} {m,
siebensilbig,heptasyllabic,adj,
siebenstellig,seven-digit,adj,
siebenstündig,seven-hour,adj,
siebentägig,"seven-day, lasting seven days",adj,
siebente,alternative form of siebte,ordinal num,"dated or regional, now chiefly eastern Germany] "
siebenundachtzig,eighty-seven (87),num,
siebenundachtzigste,eighty-seventh,ordinal num,
siebenunddreissig,alternative spelling of siebenunddreißig,num,
siebenunddreißig,thirty-seven,num,
siebenunddreißigste,thirty-seven,ordinal num,
siebenundfünfzig,fifty-seven (57),num,
siebenundfünfzigste,fifty-seventh,ordinal num,
siebenundneunzig,ninety-seven,num,
siebenundneunzigste,ninety-seventh,ordinal num,
siebenundsechzig,sixty-seven (67),num,
siebenundsechzigste,sixty-seventh,ordinal num,
siebenundsiebzig,seventy-seven (77),num,
siebenundsiebzigste,seventy-eighth,ordinal num,
siebenundvierzig,forty-seven,num,
siebenundvierzigste,forty-seventh,ordinal num,
siebenundzwanzig,twenty-seven,num,
siebenundzwanzigste,twenty-seventh,ordinal num,
siebenwertig,heptavalent,adj,chemistry] 
siebenwöchig,seven-week,adj,
siebenzehn,alternative form of siebzehn,num,archaic] 
siebenzehnte,alternative form of siebzehnte,ordinal num,rare] 
siebenzig,alternative form of siebzig,num,archaic] 
siebte,seventh,adj,
siebzehn,seventeen,num,
siebzehnfach,seventeenfold,adj,
siebzehnhundert,seventeen hundred,num,
siebzehnhundertste,seventeen-hundredth,adj,
siebzehnjährig,seventeen-year-old,adj,
siebzehnte,seventeenth,ordinal num,
siebzig,seventy (70),num,
siebzigprozentig,seventy-percent,adj,
siebzigste,seventieth,ordinal num,
siech,sick; ill; weak; frail; ailing; afflicted,adj,literary] 
siechen,to be sick,v,obsolete] 
Siechenhaus,"leprosarium, infirmary",n,"historical, dated] "
siedeln,to settle (cultivate hitherto unoccupied areas; create a colony in foreign land),vi,
siedeln,to dwell; to nest; without the implication of a colony,vi,"of ethnic groups, animals also] "
siedeln,alternative form of ansiedeln,vt,obsolete] 
sieden,"to simmer, seethe",v,
sieden,to boil,v,
siedend,"boiling, simmering, seething",adj,
Siedepunkt,boiling point,m,
Siedetemperatur,boiling point (boiling temperature),f,
Siedewasserreaktor,boiling-water reactor,m,
Siedler,settler [someone who settles in a new location],m,
Siedlung,settlement [a place or region newly settled],f,
Siedlungshaus,estate house,n,
Sieg,victory,m,
Sieg,"a river flowing into the Rhine through the Sauerland and the Oberbergische, 155 km long",prop} {f,
Siegel,seal (official pattern),n,
Siegel,surname,prop} {mf,
Siegelring,signet ring,m,
siegen,"to be victorious, to win",v,
Siegendorf,Siegendorf (municipality),prop} {n,
Sieger,"agent noun of siegen; winner, victor, champion",m,
Siegerehrung,"a ceremony honouring a winner at a sports competition, victory ceremony",f,
Siegerjustiz,victor's justice,f,
siegerländisch,Of or from Siegerland,adj,
Siegert,given name,prop} {m,
siegesbewusst,certain of victory,adj,
siegesgewiss,synonym of siegesbewusst,adj,
Siegesgewissheit,certainty of victory,f,
siegessicher,confident of victory,adj,
Siegfried,Siegfried,prop} {m,Germanic mythology] 
Siegfried,given name,prop} {m,
Sieggraben,Sieggraben (municipality),prop} {n,
sieghaft,"victorious, triumphant",adj,archaic] 
Sieghartskirchen,Sieghartskirchen (municipality),prop} {n,
Sieglind,given name,prop,
Sieglinde,"given name, notably of the mother of Siegfried in German mythology",prop,
Siegmeister,surname,prop,
Siegmund,given name,prop,
siegreich,victorious,adj,
siegreicher,comparative of siegreich,adj,
siegreichsten,superlative of siegreich,adj,
Siegrune,victory rune,f,
Siegrune,the ᛋ /Sowilō/ rune,f,
Siegtorschütze,soccer player who scores/scored the game-winning goal,m,
siehste,contraction of siehst du,contraction,colloquial] 
siehste,you see?; didn't I tell you so?,interj,colloquial] 
Siel,The lock of a dike,m,
Siel,A subterranean sewer,m,
Siemens,siemens,n,physics] 
Sierndorf,Sierndorf (municipality),prop} {n,
Sierning,Sierning (municipality),prop} {n,
sierra-leonisch,Sierra Leonean,adj,
sies,contraction of sie es,contraction,
siezen,to you (address formally using the pronoun Sie),v,
Siff,"filth, dirt",m,colloquial] 
Siff,"nonsense, tosh",m,colloquial] 
siffig,"very dirty, filthy",adj,colloquial] 
Sigel,"siglum, a conventional abbreviation for a word or words",n,"linguistics, stenography] "
Sigelsuche,abbreviation or siglum search,f,
Sigharting,Sigharting (municipality),prop} {n,
Sigismund,historical given name,prop,
Sigle,alternative form of Sigel,f,"linguistics, stenography] "
Sigleß,Sigleß (municipality),prop} {n,
Siglind,given name,prop,
Siglinde,given name,prop,
Sigma,sigma (Greek letter),n,
Sigmund,given name,prop,
Sigmundsherberg,Sigmundsherberg (municipality),prop} {n,
Signal,signal,n,
signalisieren,to signal,v,
Signalleistung,signal power (the power of an electrical signal),f,
Signallicht,signalling light,n,
Signallicht,traffic light,n,Swiss] 
Signal-Rausch-Verhältnis,signal-to-noise ratio,n,
Signaltransduktion,signal transduction,f,
Signalübertragung,signalling,f,
Signalübertragung,signal transmission / transduction,f,
